Product Line	Item Number	Item Type	Subinventory Location	Inventory Location	Parent Lot Number	Lot Number	Quantity	UOM	Status	Summarize Date	Creation Date
2000	357663	CW-FG	FIN BUND	B13	107-272662-00	357663-001425	1700	LB	Active	7/17/2023	July 15, 2023
2000	357663	CW-FG	FIN BUND	B13	107-272662-00	357663-001425	1700	LB	Active	7/18/2023	July 15, 2023
2000	357663	CW-FG	FIN BUND	B13	107-272662-00	357663-001425	1700	LB	Active	7/19/2023	July 15, 2023
2000	357663	CW-FG	FIN BUND	B13	107-272662-00	357663-001425	1700	LB	Active	7/20/2023	July 15, 2023
2000	357662	CW-FG	FIN BUND	B27	107-265495-00	357662-000569	1615	LB	Active	9/12/2023	July 8, 2023
2000	357662	CW-FG	FIN BUND	B27	107-265495-00	357662-000569	1615	LB	Active	9/13/2023	July 8, 2023
2000	357662	CW-FG	FIN BUND	B27	107-265495-00	357662-000569	1615	LB	Active	9/14/2023	July 8, 2023
2000	357662	CW-FG	FIN BUND	B27	107-265495-00	357662-000569	1615	LB	Active	9/15/2023	July 8, 2023
2000	357662	CW-FG	FIN BUND	B27	107-265495-00	357662-000569	1615	LB	Active	9/16/2023	July 8, 2023
2000	357662	CW-FG	FIN BUND	B27	107-265495-00	357662-000569	1615	LB	Active	9/17/2023	July 8, 2023
2000	357663	CW-FG	DOCK-STG	DOCK 1	107-359064-00	357663-001498	1450	LB	Active	12/21/2023	December 6, 2023
2000	357663	CW-FG	DOCK-STG	DOCK 1	107-359064-00	357663-001498	1450	LB	Active	12/22/2023	December 6, 2023
2000	357663	CW-FG	DOCK-STG	DOCK 1	107-359064-00	357663-001498	1450	LB	Active	12/23/2023	December 6, 2023
2000	357663	CW-FG	DOCK-STG	DOCK 1	107-359064-00	357663-001498	1450	LB	Active	12/24/2023	December 6, 2023
2000	357663	CW-FG	DOCK-STG	DOCK 1	107-359064-00	357663-001498	1450	LB	Active	12/25/2023	December 6, 2023
2000	357663	CW-FG	DOCK-STG	DOCK 1	107-359064-00	357663-001498	1450	LB	Active	12/26/2023	December 6, 2023
2000	357663	CW-FG	DOCK-STG	DOCK 1	107-359064-00	357663-001498	1450	LB	Active	12/27/2023	December 6, 2023
2000	357663	CW-FG	FGS	L2 FGS	107-359064-00	357663-001498	1450	LB	Active	12/7/2023	December 6, 2023
2000	357663	CW-FG	FIN BUND	A13	107-359064-00	357663-001498	1450	LB	Active	12/20/2023	December 6, 2023
2000	357663	CW-FG	FIN BUND	B5	107-359064-00	357663-001498	1450	LB	Active	12/8/2023	December 6, 2023
2000	357663	CW-FG	FIN BUND	B5	107-359064-00	357663-001498	1450	LB	Active	12/9/2023	December 6, 2023
2000	357663	CW-FG	FIN BUND	B5	107-359064-00	357663-001498	1450	LB	Active	12/10/2023	December 6, 2023
2000	357663	CW-FG	FIN BUND	B5	107-359064-00	357663-001498	1450	LB	Active	12/11/2023	December 6, 2023
2000	357663	CW-FG	FIN BUND	B5	107-359064-00	357663-001498	1450	LB	Active	12/12/2023	December 6, 2023
2000	357663	CW-FG	FIN BUND	B8	107-359064-00	357663-001498	1450	LB	Active	12/13/2023	December 6, 2023
2000	357663	CW-FG	FIN BUND	B8	107-359064-00	357663-001498	1450	LB	Active	12/14/2023	December 6, 2023
2000	357663	CW-FG	FIN BUND	B8	107-359064-00	357663-001498	1450	LB	Active	12/15/2023	December 6, 2023
2000	357663	CW-FG	FIN BUND	B8	107-359064-00	357663-001498	1450	LB	Active	12/16/2023	December 6, 2023
2000	357663	CW-FG	FIN BUND	B8	107-359064-00	357663-001498	1450	LB	Active	12/17/2023	December 6, 2023
2000	357663	CW-FG	FIN BUND	B8	107-359064-00	357663-001498	1450	LB	Active	12/18/2023	December 6, 2023
2000	357663	CW-FG	FIN BUND	B8	107-359064-00	357663-001498	1450	LB	Active	12/19/2023	December 6, 2023
2000	357664	CW-FG	DOCK-STG	DOCK 1	107-244139-00	357664-000830	1300	LB	Active	2/7/2024	July 15, 2023
2000	357664	CW-FG	DOCK-STG	DOCK 1	107-244139-00	357664-000830	1300	LB	Active	2/8/2024	July 15, 2023
2000	357664	CW-FG	FGS	L2 FGS	107-244139-00	357664-000830	1300	LB	Active	7/16/2023	July 15, 2023
2000	357663	CW-FG	DOCK-STG	DOCK 1	107-282444-00	357663-001460	1280	LB	Active	9/15/2023	August 19, 2023
2000	357663	CW-FG	FGS	L2 FGS	107-282444-00	357663-001460	1280	LB	Active	8/20/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	8/21/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	8/22/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	8/23/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	8/24/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	8/25/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	8/26/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	8/27/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	8/28/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	8/29/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	8/30/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	8/31/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	9/1/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	9/2/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	9/3/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	9/4/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	9/5/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	9/6/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	9/7/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	9/8/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	9/9/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	9/10/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	9/11/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	9/12/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	9/13/2023	August 19, 2023
2000	357663	CW-FG	FIN BUND	B37	107-282444-00	357663-001460	1280	LB	Active	9/14/2023	August 19, 2023
2000	357662	CW-FG	FIN BUND	B40	107-409007-00	357662-000598	1000	LB	Active	2/15/2024	February 14, 2024
2000	357662	CW-FG	FIN BUND	B40	107-409007-00	357662-000598	1000	LB	Active	2/16/2024	February 14, 2024
2000	357662	CW-FG	FIN BUND	B40	107-409007-00	357662-000598	1000	LB	Active	2/17/2024	February 14, 2024
2000	357662	CW-FG	FIN BUND	B40	107-409007-00	357662-000598	1000	LB	Active	2/18/2024	February 14, 2024
2000	357662	CW-FG	FIN BUND	B40	107-409007-00	357662-000598	1000	LB	Active	2/19/2024	February 14, 2024
2000	357662	CW-FG	FIN BUND	B40	107-409007-00	357662-000598	1000	LB	Active	2/20/2024	February 14, 2024
2000	357662	CW-FG	STG-FG	105738-2034373I	107-409007-00	357662-000598	1000	LB	Active	4/18/2024	February 14, 2024
2000	357663	CW-FG	DOCK-STG	DOCK 1	107-201263-00	357663-001395	910	LB	Active	6/21/2023	May 24, 2023
2000	357663	CW-FG	DOCK-STG	DOCK 1	107-201263-00	357663-001395	910	LB	Active	6/22/2023	May 24, 2023
2000	357663	CW-FG	FIN BUND	A10	107-201263-00	357663-001395	910	LB	Active	6/3/2023	May 24, 2023
2000	357663	CW-FG	FIN BUND	A10	107-201263-00	357663-001395	910	LB	Active	6/4/2023	May 24, 2023
2000	357663	CW-FG	FIN BUND	A12	107-201263-00	357663-001395	910	LB	Active	6/1/2023	May 24, 2023
2000	357663	CW-FG	FIN BUND	A12	107-201263-00	357663-001395	910	LB	Active	6/2/2023	May 24, 2023
2000	357663	CW-FG	FIN BUND	A30	107-201263-00	357663-001395	910	LB	Active	6/14/2023	May 24, 2023
2000	357663	CW-FG	FIN BUND	A30	107-201263-00	357663-001395	910	LB	Active	6/15/2023	May 24, 2023
2000	357663	CW-FG	FIN BUND	B4	107-201263-00	357663-001395	910	LB	Active	5/27/2023	May 24, 2023
2000	357663	CW-FG	FIN BUND	B4	107-201263-00	357663-001395	910	LB	Active	5/28/2023	May 24, 2023
2000	357663	CW-FG	FIN BUND	B4	107-201263-00	357663-001395	910	LB	Active	5/29/2023	May 24, 2023
2000	357663	CW-FG	FIN BUND	B4	107-201263-00	357663-001395	910	LB	Active	5/30/2023	May 24, 2023
2000	357663	CW-FG	FIN BUND	B4	107-201263-00	357663-001395	910	LB	Active	5/31/2023	May 24, 2023
2000	357663	CW-FG	FIN BUND	B6	107-201263-00	357663-001395	910	LB	Active	6/10/2023	May 24, 2023
2000	357663	CW-FG	FIN BUND	B6	107-201263-00	357663-001395	910	LB	Active	6/11/2023	May 24, 2023
2000	357663	CW-FG	FIN BUND	B6	107-201263-00	357663-001395	910	LB	Active	6/12/2023	May 24, 2023
2000	357663	CW-FG	FIN BUND	B6	107-201263-00	357663-001395	910	LB	Active	6/13/2023	May 24, 2023
2000	357664	CW-FG	DOCK-STG	DOCK 1	107-283084-00	357664-000882	875	LB	Active	2/7/2024	December 16, 2023
2000	357664	CW-FG	DOCK-STG	DOCK 1	107-283084-00	357664-000882	875	LB	Active	2/8/2024	December 16, 2023
2000	357663	CW-FG	FIN COIL	P17	107-444827-00	357663-001616	650	LB	Active	4/15/2024	April 14, 2024
2000	357663	CW-FG	FIN COIL	P17	107-444827-00	357663-001616	650	LB	Active	4/16/2024	April 14, 2024
2000	357663	CW-FG	FIN COIL	P17	107-444827-00	357663-001616	650	LB	Active	4/17/2024	April 14, 2024
2000	357663	CW-FG	FIN COIL	P17	107-444827-00	357663-001616	650	LB	Active	4/18/2024	April 14, 2024
2000	357663	CW-FG	FIN COIL	P17	107-444827-00	357663-001616	650	LB	Active	4/19/2024	April 14, 2024
2000	357663	CW-FG	FIN COIL	P17	107-444827-00	357663-001616	650	LB	Active	4/20/2024	April 14, 2024
2000	357663	CW-FG	FIN COIL	P17	107-444827-00	357663-001616	650	LB	Active	4/21/2024	April 14, 2024
2000	357663	CW-FG	FIN COIL	P17	107-444827-00	357663-001616	650	LB	Active	4/22/2024	April 14, 2024
2000	357664	CW-FG	DOCK-STG	DOCK 1	107-143039-00	357664-000811	635	LB	Active	3/10/2023	January 16, 2023
